OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula 
shape,iterativefit,central,4,0.0,2.5,20.0,10000.0,-15.0,1.1,1.0
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,-15.0,0.0,0.0
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.0,0.0665,0.413634985685
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.0665,0.1555,-105.941442035*(x-0.0665)*(x-0.0665)*(x-0.0665)-65.6878445326*(x-0.0665)*(x-0.0665)+22.0966075976*(x-0.0665)+0.4136349856853485
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.1555,0.1955,-1861.21506453*(x-0.1555)*(x-0.1555)*(x-0.1555)+20.3110237664*(x-0.1555)*(x-0.1555)+7.88668478368*(x-0.1555)+1.7852342128753662
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.1955,0.243,154.124966345*(x-0.1955)*(x-0.1955)*(x-0.1955)-13.2524938551*(x-0.1955)*(x-0.1955)+0.577734375245*(x-0.1955)+2.0140814781188965
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.243,0.3045,-19.0398198714*(x-0.243)*(x-0.243)*(x-0.243)+3.05945958714*(x-0.243)*(x-0.243)+0.361980824957*(x-0.243)+2.0281407833099365
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.3045,0.369,17.4726770058*(x-0.3045)*(x-0.3045)*(x-0.3045)-0.289123481363*(x-0.3045)*(x-0.3045)+0.52225427805*(x-0.3045)+2.0575454235076904
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.369,0.4355,-23.9649463253*(x-0.369)*(x-0.369)*(x-0.369)+4.6130985067*(x-0.369)*(x-0.369)+0.703029462494*(x-0.369)+2.0947165489196777
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.4355,0.5025,-9.18940404727*(x-0.4355)*(x-0.4355)*(x-0.4355)+2.36738579059*(x-0.4355)*(x-0.4355)+0.998634612224*(x-0.4355)+2.154820680618286
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.5025,0.5695,-51.2391017079*(x-0.5025)*(x-0.5025)*(x-0.5025)+4.7353208153*(x-0.5025)*(x-0.5025)+1.19211060386*(x-0.5025)+2.2295925617218018
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.5695,0.6365,53.6572762878*(x-0.5695)*(x-0.5695)*(x-0.5695)-5.2979768528*(x-0.5695)*(x-0.5695)+1.13660661041*(x-0.5695)+2.315310001373291
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.6365,0.703,-55.9358182536*(x-0.6365)*(x-0.6365)*(x-0.6365)+6.15868589163*(x-0.6365)*(x-0.6365)+1.1492802519*(x-0.6365)+2.3838181495666504
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.703,0.769,20.3853210766*(x-0.703)*(x-0.703)*(x-0.703)-2.47584293521*(x-0.703)*(x-0.703)+1.22629895867*(x-0.703)+2.4710309505462646
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.769,0.835,39.7131791864*(x-0.769)*(x-0.769)*(x-0.769)-2.40068527946*(x-0.769)*(x-0.769)+1.16588306705*(x-0.769)+2.5470426082611084
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.835,0.901,15.8577100979*(x-0.835)*(x-0.835)*(x-0.835)+2.86822450243*(x-0.835)*(x-0.835)+1.36796443577*(x-0.835)+2.624950885772705
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.901,0.972,-14.8686465761*(x-0.901)*(x-0.901)*(x-0.901)+8.20843925205*(x-0.901)*(x-0.901)+1.95379862565*(x-0.901)+2.7322895526885986
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.972,1.1,2.90706634521
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,-15.0,0.0,0.0
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.0,0.068,0.712427854538
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.068,0.1565,-152.21152226*(x-0.068)*(x-0.068)*(x-0.068)-31.823524277*(x-0.068)*(x-0.068)+11.662839764*(x-0.068)+0.7124278545379639
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.1565,0.202,163.27567707*(x-0.1565)*(x-0.1565)*(x-0.1565)-26.5219972988*(x-0.1565)*(x-0.1565)+2.45359988132*(x-0.1565)+1.3898333311080933
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.202,0.2545,82.7987425072*(x-0.202)*(x-0.202)*(x-0.202)-9.56581205267*(x-0.202)*(x-0.202)+1.05416253849*(x-0.202)+1.4619449377059937
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.2545,0.312,-117.412031133*(x-0.2545)*(x-0.2545)*(x-0.2545)+6.02277839521*(x-0.2545)*(x-0.2545)+0.734394375067*(x-0.2545)+1.502903938293457
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.312,0.3735,40.175958683*(x-0.312)*(x-0.312)*(x-0.312)-4.12830046725*(x-0.312)*(x-0.312)+0.262433306716*(x-0.312)+1.542723298072815
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.3735,0.438,-21.3291760746*(x-0.3735)*(x-0.3735)*(x-0.3735)+2.88809568728*(x-0.3735)*(x-0.3735)+0.21051890843*(x-0.3735)+1.5525939464569092
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.438,0.5035,0.152537544131*(x-0.438)*(x-0.438)*(x-0.438)+0.133233490028*(x-0.438)*(x-0.438)+0.316879137797*(x-0.438)+1.5724642276763916
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.5035,0.5695,0.553965741849*(x-0.5035)*(x-0.5035)*(x-0.5035)+0.12556810769*(x-0.5035)*(x-0.5035)+0.336295997587*(x-0.5035)+1.5938342809677124
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.5695,0.6365,-8.32966099895*(x-0.5695)*(x-0.5695)*(x-0.5695)+0.770290757551*(x-0.5695)*(x-0.5695)+0.360110212117*(x-0.5695)+1.6167360544204712
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.6365,0.703,8.87796535602*(x-0.6365)*(x-0.6365)*(x-0.6365)-0.897513069712*(x-0.6365)*(x-0.6365)+0.351153628956*(x-0.6365)+1.6418160200119019
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.703,0.769,-2.85068961959*(x-0.703)*(x-0.703)*(x-0.703)+0.507168903417*(x-0.703)*(x-0.703)+0.349566137571*(x-0.703)+1.6638095378875732
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.769,0.835,-0.892377738749*(x-0.769)*(x-0.769)*(x-0.769)+0.196021025118*(x-0.769)*(x-0.769)+0.379259620873*(x-0.769)+1.6882705688476562
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.835,0.901,8.69414477316*(x-0.835)*(x-0.835)*(x-0.835)-0.493478132852*(x-0.835)*(x-0.835)+0.393472803899*(x-0.835)+1.71389901638031
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.901,0.972,-0.831364672971*(x-0.901)*(x-0.901)*(x-0.901)+0.835701386774*(x-0.901)*(x-0.901)+0.441948774258*(x-0.901)+1.740218162536621
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.972,1.1,1.77551174164
shape,iterativefit,down_cferr1,4,0.0,2.5,50.0,70.0,-15.0,0.0,0.0
shape,iterativefit,down_cferr1,4,0.0,2.5,50.0,70.0,0.0,0.076,0.88844448328
shape,iterativefit,down_cferr1,4,0.0,2.5,50.0,70.0,0.076,0.177,2.3548386159*(x-0.076)*(x-0.076)*(x-0.076)-4.68357948571*(x-0.076)*(x-0.076)+3.16036724349*(x-0.076)+0.8884444832801819
shape,iterativefit,down_cferr1,4,0.0,2.5,50.0,70.0,0.177,0.2295,-642.722218094*(x-0.177)*(x-0.177)*(x-0.177)+28.8396193079*(x-0.177)*(x-0.177)+2.28634931354*(x-0.177)+1.1622905731201172
shape,iterativefit,down_cferr1,4,0.0,2.5,50.0,70.0,0.2295,0.2865,218.829409427*(x-0.2295)*(x-0.2295)*(x-0.2295)-18.709914506*(x-0.2295)*(x-0.2295)+0.0*(x-0.2295)+1.268809199333191
shape,iterativefit,down_cferr1,4,0.0,2.5,50.0,70.0,0.2865,0.346,-392.734239495*(x-0.2865)*(x-0.2865)*(x-0.2865)+37.0580083491*(x-0.2865)*(x-0.2865)+0.0*(x-0.2865)+1.2485463619232178
shape,iterativefit,down_cferr1,4,0.0,2.5,50.0,70.0,0.346,0.407,26.5202124215*(x-0.346)*(x-0.346)*(x-0.346)-3.24665671879*(x-0.346)*(x-0.346)+0.238770819427*(x-0.346)+1.297013521194458
shape,iterativefit,down_cferr1,4,0.0,2.5,50.0,70.0,0.407,0.47,6.35891865936*(x-0.407)*(x-0.407)*(x-0.407)-0.411457242499*(x-0.407)*(x-0.407)+0.138723830996*(x-0.407)+1.305517315864563
shape,iterativefit,down_cferr1,4,0.0,2.5,50.0,70.0,0.47,0.534,-10.5488433086*(x-0.47)*(x-0.47)*(x-0.47)+1.22836099886*(x-0.47)*(x-0.47)+0.162595862918*(x-0.47)+1.3142138719558716
shape,iterativefit,down_cferr1,4,0.0,2.5,50.0,70.0,0.534,0.5985,0.581297152061*(x-0.534)*(x-0.534)*(x-0.534)-0.14955007058*(x-0.534)*(x-0.534)+0.190201884197*(x-0.534)+1.3268860578536987
shape,iterativefit,down_cferr1,4,0.0,2.5,50.0,70.0,0.5985,0.663,2.12624266306*(x-0.5985)*(x-0.5985)*(x-0.5985)-0.207886159176*(x-0.5985)*(x-0.5985)+0.178164949523*(x-0.5985)+1.3386878967285156
shape,iterativefit,down_cferr1,4,0.0,2.5,50.0,70.0,0.663,0.7265,0.922785896522*(x-0.663)*(x-0.663)*(x-0.663)+0.0118824329028*(x-0.663)*(x-0.663)+0.177884738106*(x-0.663)+1.3498852252960205
shape,iterativefit,down_cferr1,4,0.0,2.5,50.0,70.0,0.7265,0.7905,-6.72752330495*(x-0.7265)*(x-0.7265)*(x-0.7265)+0.571067471973*(x-0.7265)*(x-0.7265)+0.190556517378*(x-0.7265)+1.3614650964736938
shape,iterativefit,down_cferr1,4,0.0,2.5,50.0,70.0,0.7905,0.8535,6.52032057763*(x-0.7905)*(x-0.7905)*(x-0.7905)-0.654111117131*(x-0.7905)*(x-0.7905)+0.18098534742*(x-0.7905)+1.3742362260818481
shape,iterativefit,down_cferr1,4,0.0,2.5,50.0,70.0,0.8535,0.914,12.4412292956*(x-0.8535)*(x-0.8535)*(x-0.8535)-0.557440225919*(x-0.8535)*(x-0.8535)+0.176204803779*(x-0.8535)+1.3846725225448608
shape,iterativefit,down_cferr1,4,0.0,2.5,50.0,70.0,0.914,0.977,-6.18265454028*(x-0.914)*(x-0.914)*(x-0.914)+2.1325655673*(x-0.914)*(x-0.914)+0.245368565031*(x-0.914)+1.396047592163086
shape,iterativefit,down_cferr1,4,0.0,2.5,50.0,70.0,0.977,1.1,1.41842401028
shape,iterativefit,down_cferr1,4,0.0,2.5,70.0,100.0,-15.0,0.0,0.0
shape,iterativefit,down_cferr1,4,0.0,2.5,70.0,100.0,0.0,0.076,0.912123262882
shape,iterativefit,down_cferr1,4,0.0,2.5,70.0,100.0,0.076,0.182,1.2219615968*(x-0.076)*(x-0.076)*(x-0.076)-2.75076108091*(x-0.076)*(x-0.076)+2.24876657592*(x-0.076)+0.9121232628822327
shape,iterativefit,down_cferr1,4,0.0,2.5,70.0,100.0,0.182,0.242,-285.86656326*(x-0.182)*(x-0.182)*(x-0.182)+14.3019279689*(x-0.182)*(x-0.182)+1.70679510828*(x-0.182)+1.1210403442382812
shape,iterativefit,down_cferr1,4,0.0,2.5,70.0,100.0,0.242,0.3045,56.6024594628*(x-0.242)*(x-0.242)*(x-0.242)-5.91153936357*(x-0.242)*(x-0.242)+0.33566758134*(x-0.242)+1.21318781375885
shape,iterativefit,down_cferr1,4,0.0,2.5,70.0,100.0,0.3045,0.369,-120.484910343*(x-0.3045)*(x-0.3045)*(x-0.3045)+10.3753268361*(x-0.3045)*(x-0.3045)+0.260035232724*(x-0.3045)+1.2248940467834473
shape,iterativefit,down_cferr1,4,0.0,2.5,70.0,100.0,0.369,0.433,18.3863980451*(x-0.369)*(x-0.369)*(x-0.369)-1.8236561671*(x-0.369)*(x-0.369)+0.0947103498276*(x-0.369)+1.2524998188018799
shape,iterativefit,down_cferr1,4,0.0,2.5,70.0,100.0,0.433,0.4975,-49.074731683*(x-0.433)*(x-0.433)*(x-0.433)+5.54561790956*(x-0.433)*(x-0.433)+0.0872144196169*(x-0.433)+1.2559114694595337
shape,iterativefit,down_cferr1,4,0.0,2.5,70.0,100.0,0.4975,0.562,6.77376733547*(x-0.4975)*(x-0.4975)*(x-0.4975)-0.949096920493*(x-0.4975)*(x-0.4975)+0.190109672497*(x-0.4975)+1.2714394330978394
shape,iterativefit,down_cferr1,4,0.0,2.5,70.0,100.0,0.562,0.626,-1.64628271697*(x-0.562)*(x-0.562)*(x-0.562)+0.0342222980991*(x-0.562)*(x-0.562)+0.152217866426*(x-0.562)+1.2815706729888916
shape,iterativefit,down_cferr1,4,0.0,2.5,70.0,100.0,0.626,0.6895,4.28057212649*(x-0.626)*(x-0.626)*(x-0.626)-0.424055042232*(x-0.626)*(x-0.626)+0.136368798557*(x-0.626)+1.2910212278366089
shape,iterativefit,down_cferr1,4,0.0,2.5,70.0,100.0,0.6895,0.7515,-3.31435378533*(x-0.6895)*(x-0.6895)*(x-0.6895)+0.342410400183*(x-0.6895)*(x-0.6895)+0.134294819064*(x-0.6895)+1.2990667819976807
shape,iterativefit,down_cferr1,4,0.0,2.5,70.0,100.0,0.7515,0.8115,8.11403491875*(x-0.7515)*(x-0.7515)*(x-0.7515)-0.552895000541*(x-0.7515)*(x-0.7515)+0.138532580834*(x-0.7515)+1.3079193830490112
shape,iterativefit,down_cferr1,4,0.0,2.5,70.0,100.0,0.8115,0.8695,-23.9045536316*(x-0.8115)*(x-0.8115)*(x-0.8115)+2.01404475505*(x-0.8115)*(x-0.8115)+0.159816757892*(x-0.8115)+1.3159935474395752
shape,iterativefit,down_cferr1,4,0.0,2.5,70.0,100.0,0.8695,0.925,34.984025131*(x-0.8695)*(x-0.8695)*(x-0.8695)-2.43807075648*(x-0.8695)*(x-0.8695)+0.152201194227*(x-0.8695)+1.3273741006851196
shape,iterativefit,down_cferr1,4,0.0,2.5,70.0,100.0,0.925,0.981,-46.3320147193*(x-0.925)*(x-0.925)*(x-0.925)+9.25230921604*(x-0.925)*(x-0.925)+0.204853970487*(x-0.925)+1.3342920541763306
shape,iterativefit,down_cferr1,4,0.0,2.5,70.0,100.0,0.981,1.1,1.36664247513
shape,iterativefit,down_cferr1,4,0.0,2.5,100.0,140.0,-15.0,0.0,0.0
shape,iterativefit,down_cferr1,4,0.0,2.5,100.0,140.0,0.0,0.0705,0.908525526524
shape,iterativefit,down_cferr1,4,0.0,2.5,100.0,140.0,0.0705,0.1715,-40.8006175592*(x-0.0705)*(x-0.0705)*(x-0.0705)-14.0751575878*(x-0.0705)*(x-0.0705)+4.0918031319*(x-0.0705)+0.9085255265235901
shape,iterativefit,down_cferr1,4,0.0,2.5,100.0,140.0,0.1715,0.2355,365.399500879*(x-0.1715)*(x-0.1715)*(x-0.1715)-35.0783520844*(x-0.1715)*(x-0.1715)+0.0*(x-0.1715)+1.13618004322052
shape,iterativefit,down_cferr1,4,0.0,2.5,100.0,140.0,0.2355,0.302,-997.446803453*(x-0.2355)*(x-0.2355)*(x-0.2355)+102.659952718*(x-0.2355)*(x-0.2355)+0.0*(x-0.2355)+1.0882863998413086
shape,iterativefit,down_cferr1,4,0.0,2.5,100.0,140.0,0.302,0.3685,32.01195666*(x-0.302)*(x-0.302)*(x-0.302)-4.99145793468*(x-0.302)*(x-0.302)+0.420896331857*(x-0.302)+1.2489455938339233
shape,iterativefit,down_cferr1,4,0.0,2.5,100.0,140.0,0.3685,0.4355,9.64328125815*(x-0.3685)*(x-0.3685)*(x-0.3685)-1.12095273389*(x-0.3685)*(x-0.3685)+0.181727052564*(x-0.3685)+1.2642757892608643
shape,iterativefit,down_cferr1,4,0.0,2.5,100.0,140.0,0.4355,0.5025,1.02990039518*(x-0.4355)*(x-0.4355)*(x-0.4355)+0.130628965399*(x-0.4355)*(x-0.4355)+0.161385454926*(x-0.4355)+1.2743198871612549
shape,iterativefit,down_cferr1,4,0.0,2.5,100.0,140.0,0.5025,0.569,-7.5815790306*(x-0.5025)*(x-0.5025)*(x-0.5025)+0.836055845032*(x-0.5025)*(x-0.5025)+0.192759404911*(x-0.5025)+1.2860288619995117
shape,iterativefit,down_cferr1,4,0.0,2.5,100.0,140.0,0.569,0.635,-17.7337278469*(x-0.569)*(x-0.569)*(x-0.569)+1.01477849488*(x-0.569)*(x-0.569)+0.203371918696*(x-0.569)+1.300315022468567
shape,iterativefit,down_cferr1,4,0.0,2.5,100.0,140.0,0.635,0.7,14.9613641593*(x-0.635)*(x-0.635)*(x-0.635)-1.47730365767*(x-0.635)*(x-0.635)+0.105578324518*(x-0.635)+1.3130595684051514
shape,iterativefit,down_cferr1,4,0.0,2.5,100.0,140.0,0.7,0.7625,-17.234970036*(x-0.7)*(x-0.7)*(x-0.7)+2.23536676447*(x-0.7)*(x-0.7)+0.103164139739*(x-0.7)+1.3177893161773682
shape,iterativefit,down_cferr1,4,0.0,2.5,100.0,140.0,0.7625,0.8225,-11.5622467293*(x-0.7625)*(x-0.7625)*(x-0.7625)+0.781872243786*(x-0.7625)*(x-0.7625)+0.180612680188*(x-0.7625)+1.3287612199783325
shape,iterativefit,down_cferr1,4,0.0,2.5,100.0,140.0,0.8225,0.88,5.9922413596*(x-0.8225)*(x-0.8225)*(x-0.8225)-0.764818312587*(x-0.8225)*(x-0.8225)+0.149565084766*(x-0.8225)+1.3399152755737305
shape,iterativefit,down_cferr1,4,0.0,2.5,100.0,140.0,0.88,0.933,31.6688887283*(x-0.88)*(x-0.88)*(x-0.88)-1.75309279472*(x-0.88)*(x-0.88)+0.121046522804*(x-0.88)+1.347125768661499
shape,iterativefit,down_cferr1,4,0.0,2.5,100.0,140.0,0.933,0.984,-84.1465023448*(x-0.933)*(x-0.933)*(x-0.933)+14.316281944*(x-0.933)*(x-0.933)+0.202092411877*(x-0.933)+1.3533315658569336
shape,iterativefit,down_cferr1,4,0.0,2.5,100.0,140.0,0.984,1.1,1.38971281052
shape,iterativefit,down_cferr1,4,0.0,2.5,140.0,10000.0,-15.0,0.0,0.0
shape,iterativefit,down_cferr1,4,0.0,2.5,140.0,10000.0,0.0,0.077,0.838584601879
shape,iterativefit,down_cferr1,4,0.0,2.5,140.0,10000.0,0.077,0.1835,-21.7540304941*(x-0.077)*(x-0.077)*(x-0.077)-10.64008097*(x-0.077)*(x-0.077)+4.96823941314*(x-0.077)+0.8385846018791199
shape,iterativefit,down_cferr1,4,0.0,2.5,140.0,10000.0,0.1835,0.244,75.2319897727*(x-0.1835)*(x-0.1835)*(x-0.1835)-13.4300792374*(x-0.1835)*(x-0.1835)+1.96168320941*(x-0.1835)+1.220741868019104
shape,iterativefit,down_cferr1,4,0.0,2.5,140.0,10000.0,0.244,0.3075,-109.139224132*(x-0.244)*(x-0.244)*(x-0.244)+4.04879199073*(x-0.244)*(x-0.244)+1.16274729339*(x-0.244)+1.3069260120391846
shape,iterativefit,down_cferr1,4,0.0,2.5,140.0,10000.0,0.3075,0.373,30.8372805739*(x-0.3075)*(x-0.3075)*(x-0.3075)-4.150225404*(x-0.3075)*(x-0.3075)+0.356713966693*(x-0.3075)+1.3691413402557373
shape,iterativefit,down_cferr1,4,0.0,2.5,140.0,10000.0,0.373,0.439,12.4896074588*(x-0.373)*(x-0.373)*(x-0.373)-0.927191381874*(x-0.373)*(x-0.373)+0.209933367716*(x-0.373)+1.3833662271499634
shape,iterativefit,down_cferr1,4,0.0,2.5,140.0,10000.0,0.439,0.505,-15.0747823525*(x-0.439)*(x-0.439)*(x-0.439)+2.15810574831*(x-0.439)*(x-0.439)+0.25075829558*(x-0.439)+1.3967736959457397
shape,iterativefit,down_cferr1,4,0.0,2.5,140.0,10000.0,0.505,0.5705,-24.1358309674*(x-0.505)*(x-0.505)*(x-0.505)+1.76183727434*(x-0.505)*(x-0.505)+0.338630998574*(x-0.505)+1.4183905124664307
shape,iterativefit,down_cferr1,4,0.0,2.5,140.0,10000.0,0.5705,0.635,14.8589197677*(x-0.5705)*(x-0.5705)*(x-0.5705)-1.78704987369*(x-0.5705)*(x-0.5705)+0.258785435089*(x-0.5705)+1.4413471221923828
shape,iterativefit,down_cferr1,4,0.0,2.5,140.0,10000.0,0.635,0.6985,0.404993809953*(x-0.635)*(x-0.635)*(x-0.635)+0.116502273306*(x-0.635)*(x-0.635)+0.213706464274*(x-0.635)+1.4545913934707642
shape,iterativefit,down_cferr1,4,0.0,2.5,140.0,10000.0,0.6985,0.76,0.416119287982*(x-0.6985)*(x-0.6985)*(x-0.6985)+0.163119414246*(x-0.6985)*(x-0.6985)+0.233401361854*(x-0.6985)+1.4687352180480957
shape,iterativefit,down_cferr1,4,0.0,2.5,140.0,10000.0,0.76,0.819,5.78815813494*(x-0.76)*(x-0.76)*(x-0.76)-0.0963284684372*(x-0.76)*(x-0.76)+0.258186651337*(x-0.76)+1.483803153038025
shape,iterativefit,down_cferr1,4,0.0,2.5,140.0,10000.0,0.819,0.876,-41.3403473942*(x-0.819)*(x-0.819)*(x-0.819)+3.13002144388*(x-0.819)*(x-0.819)+0.307265627465*(x-0.819)+1.499889612197876
shape,iterativefit,down_cferr1,4,0.0,2.5,140.0,10000.0,0.876,0.9295,54.6197315843*(x-0.876)*(x-0.876)*(x-0.876)-3.90276930673*(x-0.876)*(x-0.876)+0.261143706016*(x-0.876)+1.5199172496795654
shape,iterativefit,down_cferr1,4,0.0,2.5,140.0,10000.0,0.9295,0.9825,-36.6503104632*(x-0.9295)*(x-0.9295)*(x-0.9295)+7.75078744434*(x-0.9295)*(x-0.9295)+0.312553370378*(x-0.9295)+1.5310816764831543
shape,iterativefit,down_cferr1,4,0.0,2.5,140.0,10000.0,0.9825,1.1,1.56396257877
shape,iterativefit,down_hf,0,0.0,0.8,20.0,30.0,-15.0,0.0,0.0
shape,iterativefit,down_hf,0,0.0,0.8,20.0,30.0,0.0,0.0055,0.825527012348
shape,iterativefit,down_hf,0,0.0,0.8,20.0,30.0,0.0055,0.0155,-1506.79034337*(x-0.0055)*(x-0.0055)*(x-0.0055)-119.19960555*(x-0.0055)*(x-0.0055)+14.6496981382*(x-0.0055)+0.825527012348175
shape,iterativefit,down_hf,0,0.0,0.8,20.0,30.0,0.0155,0.0255,-48695.996023*(x-0.0155)*(x-0.0155)*(x-0.0155)+367.76035468*(x-0.0155)*(x-0.0155)+11.8136689242*(x-0.0155)+0.9585972428321838
shape,iterativefit,down_hf,0,0.0,0.8,20.0,30.0,0.0255,0.037,-8677.98542731*(x-0.0255)*(x-0.0255)*(x-0.0255)-48.5689779411*(x-0.0255)*(x-0.0255)+4.56007721093*(x-0.0255)+1.0648139715194702
shape,iterativefit,down_hf,0,0.0,0.8,20.0,30.0,0.037,0.0495,90687.5*(x-0.037)*(x-0.037)*(x-0.037)-1700.390625*(x-0.037)*(x-0.037)+0.0*(x-0.037)+1.0976334810256958
shape,iterativefit,down_hf,0,0.0,0.8,20.0,30.0,0.0495,0.063,-8185.49817028*(x-0.0495)*(x-0.0495)*(x-0.0495)+238.567380108*(x-0.0495)*(x-0.0495)+0.0*(x-0.0495)+1.0090714693069458
shape,iterativefit,down_hf,0,0.0,0.8,20.0,30.0,0.063,0.0785,-1195.46230085*(x-0.063)*(x-0.063)*(x-0.063)+39.7904466193*(x-0.063)*(x-0.063)+1.96589813832*(x-0.063)+1.032410979270935
shape,iterativefit,down_hf,0,0.0,0.8,20.0,30.0,0.0785,0.0975,37.4174663422*(x-0.0785)*(x-0.0785)*(x-0.0785)+1.76588396426*(x-0.0785)*(x-0.0785)+2.33777253018*(x-0.0785)+1.0679903030395508
shape,iterativefit,down_hf,0,0.0,0.8,20.0,30.0,0.0975,0.1295,-1283.64625792*(x-0.0975)*(x-0.0975)*(x-0.0975)+43.4493573129*(x-0.0975)*(x-0.0975)+2.44539923687*(x-0.0975)+1.1133021116256714
shape,iterativefit,down_hf,0,0.0,0.8,20.0,30.0,0.1295,0.188,140.934635231*(x-0.1295)*(x-0.1295)*(x-0.1295)-16.4461586231*(x-0.1295)*(x-0.1295)+1.28279680057*(x-0.1295)+1.1939845085144043
shape,iterativefit,down_hf,0,0.0,0.8,20.0,30.0,0.188,0.2665,13.2008663461*(x-0.188)*(x-0.188)*(x-0.188)-1.00055054661*(x-0.188)*(x-0.188)+0.80553690793*(x-0.188)+1.2409605979919434
shape,iterativefit,down_hf,0,0.0,0.8,20.0,30.0,0.2665,0.659,0.266347058791*(x-0.2665)*(x-0.2665)*(x-0.2665)+0.340196925697*(x-0.2665)*(x-0.2665)+0.892491588036*(x-0.2665)+1.3044153451919556
shape,iterativefit,down_hf,0,0.0,0.8,20.0,30.0,0.659,1.1,1.72323298454
shape,iterativefit,down_hf,0,0.8,1.6,20.0,30.0,-15.0,0.0,0.0
shape,iterativefit,down_hf,0,0.8,1.6,20.0,30.0,0.0,0.0065,0.859329223633
shape,iterativefit,down_hf,0,0.8,1.6,20.0,30.0,0.0065,0.018,-3599.25516299*(x-0.0065)*(x-0.0065)*(x-0.0065)-147.709931812*(x-0.0065)*(x-0.0065)+13.2032975849*(x-0.0065)+0.8593292236328125
shape,iterativefit,down_hf,0,0.8,1.6,20.0,30.0,0.018,0.029,-34941.8610196*(x-0.018)*(x-0.018)*(x-0.018)+238.531968239*(x-0.018)*(x-0.018)+8.3779646673*(x-0.018)+0.9861584901809692
shape,iterativefit,down_hf,0,0.8,1.6,20.0,30.0,0.029,0.042,-262.071863561*(x-0.029)*(x-0.029)*(x-0.029)-31.1116147544*(x-0.029)*(x-0.029)+0.941772418441*(x-0.029)+1.0606708526611328
shape,iterativefit,down_hf,0,0.8,1.6,20.0,30.0,0.042,0.057,34675.1728291*(x-0.042)*(x-0.042)*(x-0.042)-857.901816188*(x-0.042)*(x-0.042)+0.0*(x-0.042)+1.0670802593231201
shape,iterativefit,down_hf,0,0.8,1.6,20.0,30.0,0.057,0.074,2256.46029985*(x-0.057)*(x-0.057)*(x-0.057)+11.0282866478*(x-0.057)*(x-0.057)-2.331312826*(x-0.057)+0.9910810589790344
shape,iterativefit,down_hf,0,0.8,1.6,20.0,30.0,0.074,0.094,-9979.65877588*(x-0.074)*(x-0.074)*(x-0.074)+395.076591837*(x-0.074)*(x-0.074)+0.0*(x-0.074)+0.9657219052314758
shape,iterativefit,down_hf,0,0.8,1.6,20.0,30.0,0.094,0.122,-3287.62277691*(x-0.094)*(x-0.094)*(x-0.094)+88.9152515303*(x-0.094)*(x-0.094)+3.8274731424*(x-0.094)+1.0439152717590332
shape,iterativefit,down_hf,0,0.8,1.6,20.0,30.0,0.122,0.1645,-59.6608002672*(x-0.122)*(x-0.122)*(x-0.122)-8.83472347495*(x-0.122)*(x-0.122)+1.07423845682*(x-0.122)+1.1486241817474365
