OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula 
shape,iterativefit,up_lf,0,0.0,0.8,20.0,30.0,0.659,1.1,1.09456908703
shape,iterativefit,up_lf,0,0.8,1.6,20.0,30.0,-15.0,0.0,0.0
shape,iterativefit,up_lf,0,0.8,1.6,20.0,30.0,0.0,0.0065,0.866071164608
shape,iterativefit,up_lf,0,0.8,1.6,20.0,30.0,0.0065,0.018,-3556.477916*(x-0.0065)*(x-0.0065)*(x-0.0065)-147.531272089*(x-0.0065)*(x-0.0065)+13.2267667109*(x-0.0065)+0.8660711646080017
shape,iterativefit,up_lf,0,0.8,1.6,20.0,30.0,0.018,0.029,-34298.4079752*(x-0.018)*(x-0.018)*(x-0.018)+231.61028364*(x-0.018)*(x-0.018)+8.42251483968*(x-0.018)+0.9932590126991272
shape,iterativefit,up_lf,0,0.8,1.6,20.0,30.0,0.029,0.042,-361.812237682*(x-0.029)*(x-0.029)*(x-0.029)-34.0069300095*(x-0.029)*(x-0.029)+1.06761898475*(x-0.029)+1.0682803392410278
shape,iterativefit,up_lf,0,0.8,1.6,20.0,30.0,0.042,0.057,34059.5424085*(x-0.042)*(x-0.042)*(x-0.042)-852.828293903*(x-0.042)*(x-0.042)+0.0*(x-0.042)+1.0756173133850098
shape,iterativefit,up_lf,0,0.8,1.6,20.0,30.0,0.057,0.074,2872.99418872*(x-0.057)*(x-0.057)*(x-0.057)+3.05210969842*(x-0.057)*(x-0.057)-2.59465769137*(x-0.057)+0.998681902885437
shape,iterativefit,up_lf,0,0.8,1.6,20.0,30.0,0.074,0.094,-10086.8548958*(x-0.074)*(x-0.074)*(x-0.074)+391.44974154*(x-0.074)*(x-0.074)+0.0*(x-0.074)+0.9695698022842407
shape,iterativefit,up_lf,0,0.8,1.6,20.0,30.0,0.094,0.122,-3669.73481463*(x-0.094)*(x-0.094)*(x-0.094)+94.3564277625*(x-0.094)*(x-0.094)+3.5537637866*(x-0.094)+1.0454548597335815
shape,iterativefit,up_lf,0,0.8,1.6,20.0,30.0,0.122,0.1645,4.17602526545*(x-0.122)*(x-0.122)*(x-0.122)-2.69572110812*(x-0.122)*(x-0.122)+0.206507457283*(x-0.122)+1.1383776664733887
shape,iterativefit,up_lf,0,0.8,1.6,20.0,30.0,0.1645,0.226,365.54217594*(x-0.1645)*(x-0.1645)*(x-0.1645)-33.7212657304*(x-0.1645)*(x-0.1645)+0.0*(x-0.1645)+1.1426056623458862
shape,iterativefit,up_lf,0,0.8,1.6,20.0,30.0,0.226,0.3165,-114.151599464*(x-0.226)*(x-0.226)*(x-0.226)+15.4960796272*(x-0.226)*(x-0.226)+0.0*(x-0.226)+1.100091576576233
shape,iterativefit,up_lf,0,0.8,1.6,20.0,30.0,0.3165,0.6905,-2.22247623665*(x-0.3165)*(x-0.3165)*(x-0.3165)-0.0679080255412*(x-0.3165)*(x-0.3165)+0.0*(x-0.3165)+1.142397165298462
shape,iterativefit,up_lf,0,0.8,1.6,20.0,30.0,0.6905,1.1,1.01663267612
shape,iterativefit,up_lf,0,1.6,2.5,20.0,30.0,-15.0,0.0,0.0
shape,iterativefit,up_lf,0,1.6,2.5,20.0,30.0,0.0,0.008,0.845441281796
shape,iterativefit,up_lf,0,1.6,2.5,20.0,30.0,0.008,0.023,-14174.7628605*(x-0.008)*(x-0.008)*(x-0.008)-75.9205363523*(x-0.008)*(x-0.008)+14.5298302174*(x-0.008)+0.8454412817955017
shape,iterativefit,up_lf,0,1.6,2.5,20.0,30.0,0.023,0.038,-1807.25824614*(x-0.023)*(x-0.023)*(x-0.023)-48.8116626602*(x-0.023)*(x-0.023)+2.68424919595*(x-0.023)+0.9984667897224426
shape,iterativefit,up_lf,0,1.6,2.5,20.0,30.0,0.038,0.055,7827.92300817*(x-0.038)*(x-0.038)*(x-0.038)-199.612036708*(x-0.038)*(x-0.038)+0.0*(x-0.038)+1.0216484069824219
shape,iterativefit,up_lf,0,1.6,2.5,20.0,30.0,0.055,0.075,-981.19352937*(x-0.055)*(x-0.055)*(x-0.055)+60.4265281916*(x-0.055)*(x-0.055)+0.0*(x-0.055)+1.002419114112854
shape,iterativefit,up_lf,0,1.6,2.5,20.0,30.0,0.075,0.0995,-5527.62568285*(x-0.075)*(x-0.075)*(x-0.075)+198.599383578*(x-0.075)*(x-0.075)+1.23962889242*(x-0.075)+1.018740177154541
shape,iterativefit,up_lf,0,1.6,2.5,20.0,30.0,0.0995,0.1305,688.473369097*(x-0.0995)*(x-0.0995)*(x-0.0995)-34.7006400719*(x-0.0995)*(x-0.0995)+1.01712673937*(x-0.0995)+1.0870304107666016
shape,iterativefit,up_lf,0,1.6,2.5,20.0,30.0,0.1305,0.1705,-1389.91482527*(x-0.1305)*(x-0.1305)*(x-0.1305)+72.7629422907*(x-0.1305)*(x-0.1305)+0.850555778019*(x-0.1305)+1.1057243347167969
shape,iterativefit,up_lf,0,1.6,2.5,20.0,30.0,0.1705,0.225,19.0082549928*(x-0.1705)*(x-0.1705)*(x-0.1705)-1.55392484566*(x-0.1705)*(x-0.1705)+0.0*(x-0.1705)+1.167212724685669
shape,iterativefit,up_lf,0,1.6,2.5,20.0,30.0,0.225,0.2995,-161.052359248*(x-0.225)*(x-0.225)*(x-0.225)+17.997601146*(x-0.225)*(x-0.225)+0.0*(x-0.225)+1.1656742095947266
shape,iterativefit,up_lf,0,1.6,2.5,20.0,30.0,0.2995,0.4065,156.017587902*(x-0.2995)*(x-0.2995)*(x-0.2995)-25.0408228583*(x-0.2995)*(x-0.2995)+0.0*(x-0.2995)+1.1989712715148926
shape,iterativefit,up_lf,0,1.6,2.5,20.0,30.0,0.4065,0.7405,1.00784160504*(x-0.4065)*(x-0.4065)*(x-0.4065)+0.0*(x-0.4065)*(x-0.4065)+0.0*(x-0.4065)+1.1034071445465088
shape,iterativefit,up_lf,0,1.6,2.5,20.0,30.0,0.7405,1.1,1.14095902443
shape,iterativefit,up_lf,0,0.0,0.8,30.0,40.0,-15.0,0.0,0.0
shape,iterativefit,up_lf,0,0.0,0.8,30.0,40.0,0.0,0.0025,0.77342402935
shape,iterativefit,up_lf,0,0.0,0.8,30.0,40.0,0.0025,0.006,-505929.317865*(x-0.0025)*(x-0.0025)*(x-0.0025)+6026.24690543*(x-0.0025)*(x-0.0025)+0.0*(x-0.0025)+0.7734240293502808
shape,iterativefit,up_lf,0,0.0,0.8,30.0,40.0,0.006,0.008,-7766387.63108*(x-0.006)*(x-0.006)*(x-0.006)+26711.3467888*(x-0.006)*(x-0.006)+23.5908259065*(x-0.006)+0.825553834438324
shape,iterativefit,up_lf,0,0.0,0.8,30.0,40.0,0.008,0.01,-6343198.31665*(x-0.008)*(x-0.008)*(x-0.008)+9719.70457773*(x-0.008)*(x-0.008)+37.2395614888*(x-0.008)+0.9174497723579407
shape,iterativefit,up_lf,0,0.0,0.8,30.0,40.0,0.01,0.012,185862.183571*(x-0.01)*(x-0.01)*(x-0.01)-557.586550713*(x-0.01)*(x-0.01)+0.0*(x-0.01)+0.9800621271133423
shape,iterativefit,up_lf,0,0.0,0.8,30.0,40.0,0.012,0.0145,-7470394.01156*(x-0.012)*(x-0.012)*(x-0.012)+32003.0209328*(x-0.012)*(x-0.012)+0.0*(x-0.012)+0.9793186783790588
shape,iterativefit,up_lf,0,0.0,0.8,30.0,40.0,0.0145,0.018,-134833.933605*(x-0.0145)*(x-0.0145)*(x-0.0145)-1292.76916527*(x-0.0145)*(x-0.0145)+19.9452169474*(x-0.0145)+1.0626126527786255
shape,iterativefit,up_lf,0,0.0,0.8,30.0,40.0,0.018,0.0235,102720.743912*(x-0.018)*(x-0.018)*(x-0.018)-994.217871261*(x-0.018)*(x-0.018)+5.94068573056*(x-0.018)+1.110803484916687
shape,iterativefit,up_lf,0,0.0,0.8,30.0,40.0,0.0235,0.033,-58016.5744236*(x-0.0235)*(x-0.0235)*(x-0.0235)+702.298596108*(x-0.0235)*(x-0.0235)+4.3261966567*(x-0.0235)+1.1304923295974731
shape,iterativefit,up_lf,0,0.0,0.8,30.0,40.0,0.033,0.0575,1354.76906974*(x-0.033)*(x-0.033)*(x-0.033)-70.831163128*(x-0.033)*(x-0.033)+1.96188245756*(x-0.033)+1.1852316856384277
shape,iterativefit,up_lf,0,0.0,0.8,30.0,40.0,0.0575,0.1175,-48.8124761933*(x-0.0575)*(x-0.0575)*(x-0.0575)+1.03644128581*(x-0.0575)*(x-0.0575)+0.930755866626*(x-0.0575)+1.2107048034667969
shape,iterativefit,up_lf,0,0.0,0.8,30.0,40.0,0.1175,0.5845,-0.606373106988*(x-0.1175)*(x-0.1175)*(x-0.1175)-0.140496964075*(x-0.1175)*(x-0.1175)+0.527954078036*(x-0.1175)+1.2597378492355347
shape,iterativefit,up_lf,0,0.0,0.8,30.0,40.0,0.5845,1.1,1.41389393806
shape,iterativefit,up_lf,0,0.8,1.6,30.0,40.0,-15.0,0.0,0.0
shape,iterativefit,up_lf,0,0.8,1.6,30.0,40.0,0.0,0.003,0.767600417137
shape,iterativefit,up_lf,0,0.8,1.6,30.0,40.0,0.003,0.008,-11500.2259393*(x-0.003)*(x-0.003)*(x-0.003)+533.191787329*(x-0.003)*(x-0.003)+19.9132904672*(x-0.003)+0.767600417137146
shape,iterativefit,up_lf,0,0.8,1.6,30.0,40.0,0.008,0.0125,-490859.454245*(x-0.008)*(x-0.008)*(x-0.008)+2748.44834584*(x-0.008)*(x-0.008)+24.382691395*(x-0.008)+0.8790591359138489
shape,iterativefit,up_lf,0,0.8,1.6,30.0,40.0,0.0125,0.018,20495.4124815*(x-0.0125)*(x-0.0125)*(x-0.0125)-921.435774607*(x-0.0125)*(x-0.0125)+19.2990146622*(x-0.0125)+0.9997077584266663
shape,iterativefit,up_lf,0,0.8,1.6,30.0,40.0,0.018,0.0245,-62234.0264846*(x-0.018)*(x-0.018)*(x-0.018)+41.3761734766*(x-0.018)*(x-0.018)+11.0231798242*(x-0.018)+1.0813888311386108
shape,iterativefit,up_lf,0,0.8,1.6,30.0,40.0,0.0245,0.0315,1316.51359421*(x-0.0245)*(x-0.0245)*(x-0.0245)-204.00126885*(x-0.0245)*(x-0.0245)+3.67290722251*(x-0.0245)+1.137696623802185
shape,iterativefit,up_lf,0,0.8,1.6,30.0,40.0,0.0315,0.0395,-4095.50635439*(x-0.0315)*(x-0.0315)*(x-0.0315)-14.0049835568*(x-0.0315)*(x-0.0315)+1.01041695695*(x-0.0315)+1.153862476348877
shape,iterativefit,up_lf,0,0.8,1.6,30.0,40.0,0.0395,0.049,143495.518815*(x-0.0395)*(x-0.0395)*(x-0.0395)-2044.81114311*(x-0.0395)*(x-0.0395)+0.0*(x-0.0395)+1.1589525938034058
shape,iterativefit,up_lf,0,0.8,1.6,30.0,40.0,0.049,0.063,-53101.3088393*(x-0.049)*(x-0.049)*(x-0.049)+1115.12748563*(x-0.049)*(x-0.049)+0.0*(x-0.049)+1.097437858581543
shape,iterativefit,up_lf,0,0.8,1.6,30.0,40.0,0.063,0.1025,403.656664876*(x-0.063)*(x-0.063)*(x-0.063)-23.9166573939*(x-0.063)*(x-0.063)+0.0*(x-0.063)+1.170292854309082
shape,iterativefit,up_lf,0,0.8,1.6,30.0,40.0,0.1025,0.1745,-774.731989873*(x-0.1025)*(x-0.1025)*(x-0.1025)+83.6710549063*(x-0.1025)*(x-0.1025)+0.0*(x-0.1025)+1.1578541994094849
shape,iterativefit,up_lf,0,0.8,1.6,30.0,40.0,0.1745,0.613,-2.39997229624*(x-0.1745)*(x-0.1745)*(x-0.1745)+0.0*(x-0.1745)*(x-0.1745)+0.0*(x-0.1745)+1.3024377822875977
shape,iterativefit,up_lf,0,0.8,1.6,30.0,40.0,0.613,1.1,1.10008227825
shape,iterativefit,up_lf,0,1.6,2.5,30.0,40.0,-15.0,0.0,0.0
shape,iterativefit,up_lf,0,1.6,2.5,30.0,40.0,0.0,0.005,0.778457462788
shape,iterativefit,up_lf,0,1.6,2.5,30.0,40.0,0.005,0.014,-3528.80598874*(x-0.005)*(x-0.005)*(x-0.005)-199.66166632*(x-0.005)*(x-0.005)+19.3422800965*(x-0.005)+0.7784574627876282
shape,iterativefit,up_lf,0,1.6,2.5,30.0,40.0,0.014,0.023,-46573.3338329*(x-0.014)*(x-0.014)*(x-0.014)+219.498338176*(x-0.014)*(x-0.014)+14.8908702474*(x-0.014)+0.9337928891181946
shape,iterativefit,up_lf,0,1.6,2.5,30.0,40.0,0.023,0.034,-14441.5033964*(x-0.023)*(x-0.023)*(x-0.023)-54.9505007028*(x-0.023)*(x-0.023)+7.52452021322*(x-0.023)+1.051638126373291
shape,iterativefit,up_lf,0,1.6,2.5,30.0,40.0,0.034,0.047,5486.73142592*(x-0.034)*(x-0.034)*(x-0.034)-108.966006658*(x-0.034)*(x-0.034)+1.07334346486*(x-0.034)+1.108537197113037
shape,iterativefit,up_lf,0,1.6,2.5,30.0,40.0,0.047,0.062,-37998.0095641*(x-0.047)*(x-0.047)*(x-0.047)+820.888544368*(x-0.047)*(x-0.047)+1.0220001247*(x-0.047)+1.116129755973816
shape,iterativefit,up_lf,0,1.6,2.5,30.0,40.0,0.062,0.0795,1361.23523768*(x-0.062)*(x-0.062)*(x-0.062)-35.732424989*(x-0.062)*(x-0.062)+0.0*(x-0.062)+1.1879163980484009
shape,iterativefit,up_lf,0,1.6,2.5,30.0,40.0,0.0795,0.1125,-168.445346927*(x-0.0795)*(x-0.0795)*(x-0.0795)+11.5101846527*(x-0.0795)*(x-0.0795)+0.0*(x-0.0795)+1.1842687129974365
shape,iterativefit,up_lf,0,1.6,2.5,30.0,40.0,0.1125,0.173,7.62979221765*(x-0.1125)*(x-0.1125)*(x-0.1125)-0.15927074743*(x-0.1125)*(x-0.1125)+0.209361238669*(x-0.1125)+1.1907498836517334
shape,iterativefit,up_lf,0,1.6,2.5,30.0,40.0,0.173,0.2515,-69.7095627934*(x-0.173)*(x-0.173)*(x-0.173)+6.46390408183*(x-0.173)*(x-0.173)+0.273870319124*(x-0.173)+1.2045228481292725
shape,iterativefit,up_lf,0,1.6,2.5,30.0,40.0,0.2515,0.3345,25.333800219*(x-0.2515)*(x-0.2515)*(x-0.2515)-4.57336077224*(x-0.2515)*(x-0.2515)+0.0*(x-0.2515)+1.2321327924728394
shape,iterativefit,up_lf,0,1.6,2.5,30.0,40.0,0.3345,0.693,-0.0916577269399*(x-0.3345)*(x-0.3345)*(x-0.3345)-0.160302944522*(x-0.3345)*(x-0.3345)-0.235604239067*(x-0.3345)+1.2151124477386475
shape,iterativefit,up_lf,0,1.6,2.5,30.0,40.0,0.693,1.1,1.10582268238
shape,iterativefit,up_lf,0,0.0,0.8,40.0,60.0,-15.0,0.0,0.0
shape,iterativefit,up_lf,0,0.0,0.8,40.0,60.0,0.0,0.002,0.759582996368
shape,iterativefit,up_lf,0,0.0,0.8,40.0,60.0,0.002,0.0055,-437424.721657*(x-0.002)*(x-0.002)*(x-0.002)+5728.07182251*(x-0.002)*(x-0.002)+11.930163745*(x-0.002)+0.7595829963684082
shape,iterativefit,up_lf,0,0.0,0.8,40.0,60.0,0.0055,0.0085,-3658390.50749*(x-0.0055)*(x-0.0055)*(x-0.0055)+16958.4077659*(x-0.0055)*(x-0.0055)+35.9513079817*(x-0.0055)+0.8527528643608093
shape,iterativefit,up_lf,0,0.0,0.8,40.0,60.0,0.0085,0.0115,-988653.347933*(x-0.0085)*(x-0.0085)*(x-0.0085)+144.805899074*(x-0.0085)*(x-0.0085)+38.9252108752*(x-0.0085)+1.0144559144973755
shape,iterativefit,up_lf,0,0.0,0.8,40.0,60.0,0.0115,0.0145,892780.112069*(x-0.0115)*(x-0.0115)*(x-0.0115)-4263.63194162*(x-0.0115)*(x-0.0115)+13.1004058755*(x-0.0115)+1.1058411598205566
shape,iterativefit,up_lf,0,0.0,0.8,40.0,60.0,0.0145,0.018,-2287676.58617*(x-0.0145)*(x-0.0145)*(x-0.0145)+10349.7767557*(x-0.0145)*(x-0.0145)+11.6236772517*(x-0.0145)+1.130874752998352
shape,iterativefit,up_lf,0,0.0,0.8,40.0,60.0,0.018,0.022,704217.70215*(x-0.018)*(x-0.018)*(x-0.018)-4225.3062129*(x-0.018)*(x-0.018)+0.0*(x-0.018)+1.2002582550048828
shape,iterativefit,up_lf,0,0.0,0.8,40.0,60.0,0.022,0.026,-418848.374746*(x-0.022)*(x-0.022)*(x-0.022)+4103.80593642*(x-0.022)*(x-0.022)+0.0*(x-0.022)+1.1777232885360718
shape,iterativefit,up_lf,0,0.0,0.8,40.0,60.0,0.026,0.0305,-1226689.35773*(x-0.026)*(x-0.026)*(x-0.026)+6866.18366426*(x-0.026)*(x-0.026)+12.7257255036*(x-0.026)+1.2165778875350952
shape,iterativefit,up_lf,0,0.0,0.8,40.0,60.0,0.0305,0.037,382038.371694*(x-0.0305)*(x-0.0305)*(x-0.0305)-3724.87412402*(x-0.0305)*(x-0.0305)+0.0*(x-0.0305)+1.301101803779602
shape,iterativefit,up_lf,0,0.0,0.8,40.0,60.0,0.037,0.0735,-2999.47619*(x-0.037)*(x-0.037)*(x-0.037)+164.221321402*(x-0.037)*(x-0.037)+0.0*(x-0.037)+1.248643159866333
shape,iterativefit,up_lf,0,0.0,0.8,40.0,60.0,0.0735,0.558,-0.29660597376*(x-0.0735)*(x-0.0735)*(x-0.0735)+0.0*(x-0.0735)*(x-0.0735)+0.0*(x-0.0735)+1.3215711116790771
shape,iterativefit,up_lf,0,0.0,0.8,40.0,60.0,0.558,1.1,1.28783762455
shape,iterativefit,up_lf,0,0.8,1.6,40.0,60.0,-15.0,0.0,0.0
shape,iterativefit,up_lf,0,0.8,1.6,40.0,60.0,0.0,0.002,0.74751830101
shape,iterativefit,up_lf,0,0.8,1.6,40.0,60.0,0.002,0.0045,-976179.896895*(x-0.002)*(x-0.002)*(x-0.002)+8075.01191672*(x-0.002)*(x-0.002)+5.44696648916*(x-0.002)+0.7475183010101318
shape,iterativefit,up_lf,0,0.8,1.6,40.0,60.0,0.0045,0.006,-7000966.34528*(x-0.0045)*(x-0.0045)*(x-0.0045)+20203.4279295*(x-0.0045)*(x-0.0045)+27.518653006*(x-0.0045)+0.7963517308235168
shape,iterativefit,up_lf,0,0.8,1.6,40.0,60.0,0.006,0.008,-292156.695674*(x-0.006)*(x-0.006)*(x-0.006)-36.9701848562*(x-0.006)*(x-0.006)+40.8724139637*(x-0.006)+0.8594591617584229
shape,iterativefit,up_lf,0,0.8,1.6,40.0,60.0,0.008,0.01,-936895.001742*(x-0.008)*(x-0.008)*(x-0.008)+806.483051817*(x-0.008)*(x-0.008)+37.2186528762*(x-0.008)+0.938718855381012
shape,iterativefit,up_lf,0,0.8,1.6,40.0,60.0,0.01,0.012,-1082871.34898*(x-0.01)*(x-0.01)*(x-0.01)+69.2487917911*(x-0.01)*(x-0.01)+29.2018450626*(x-0.01)+1.0088869333267212
shape,iterativefit,up_lf,0,0.8,1.6,40.0,60.0,0.012,0.0145,826599.111677*(x-0.012)*(x-0.012)*(x-0.012)-3837.00539378*(x-0.012)*(x-0.012)+16.484384042*(x-0.012)+1.0589046478271484
shape,iterativefit,up_lf,0,0.8,1.6,40.0,60.0,0.0145,0.0185,-272503.885735*(x-0.0145)*(x-0.0145)*(x-0.0145)+1336.75154321*(x-0.0145)*(x-0.0145)+12.798090417*(x-0.0145)+1.0890499353408813
shape,iterativefit,up_lf,0,0.8,1.6,40.0,60.0,0.0185,0.0255,-20987.5386178*(x-0.0185)*(x-0.0185)*(x-0.0185)-190.705910309*(x-0.0185)*(x-0.0185)+10.4119162474*(x-0.0185)+1.1441900730133057
shape,iterativefit,up_lf,0,0.8,1.6,40.0,60.0,0.0255,0.048,-443.230961064*(x-0.0255)*(x-0.0255)*(x-0.0255)-67.6707329204*(x-0.0255)*(x-0.0255)+4.6568653263*(x-0.0255)+1.2005301713943481
shape,iterativefit,up_lf,0,0.8,1.6,40.0,60.0,0.048,0.1075,70.9730655276*(x-0.048)*(x-0.048)*(x-0.048)-11.7696527719*(x-0.048)*(x-0.048)+0.938525322767*(x-0.048)+1.2660026550292969
shape,iterativefit,up_lf,0,0.8,1.6,40.0,60.0,0.1075,0.5795,-0.243844149431*(x-0.1075)*(x-0.1075)*(x-0.1075)-0.13638782166*(x-0.1075)*(x-0.1075)+0.291723828608*(x-0.1075)+1.295127511024475
shape,iterativefit,up_lf,0,0.8,1.6,40.0,60.0,0.5795,1.1,1.37679493427
shape,iterativefit,up_lf,0,1.6,2.5,40.0,60.0,-15.0,0.0,0.0
shape,iterativefit,up_lf,0,1.6,2.5,40.0,60.0,0.0,0.0025,0.702899813652
shape,iterativefit,up_lf,0,1.6,2.5,40.0,60.0,0.0025,0.007,-20664.1092025*(x-0.0025)*(x-0.0025)*(x-0.0025)+845.22707115*(x-0.0025)*(x-0.0025)+20.6137034628*(x-0.0025)+0.7028998136520386
shape,iterativefit,up_lf,0,1.6,2.5,40.0,60.0,0.007,0.0115,-430083.742398*(x-0.007)*(x-0.007)*(x-0.007)+2780.60391194*(x-0.007)*(x-0.007)+26.9654024691*(x-0.007)+0.8108943104743958
shape,iterativefit,up_lf,0,1.6,2.5,40.0,60.0,0.0115,0.0165,31716.5797498*(x-0.0115)*(x-0.0115)*(x-0.0115)-891.685902006*(x-0.0115)*(x-0.0115)+25.8632503259*(x-0.0115)+0.9493544697761536
shape,iterativefit,up_lf,0,1.6,2.5,40.0,60.0,0.0165,0.022,-68360.2688742*(x-0.0165)*(x-0.0165)*(x-0.0165)-38.0762903254*(x-0.0165)*(x-0.0165)+19.3251347871*(x-0.0165)+1.0603431463241577
shape,iterativefit,up_lf,0,1.6,2.5,40.0,60.0,0.022,0.0285,-63865.5046142*(x-0.022)*(x-0.022)*(x-0.022)+0.324224909142*(x-0.022)*(x-0.022)+12.7026011932*(x-0.022)+1.1541061401367188
shape,iterativefit,up_lf,0,1.6,2.5,40.0,60.0,0.0285,0.0355,-27122.7895334*(x-0.0285)*(x-0.0285)*(x-0.0285)-44.6295246933*(x-0.0285)*(x-0.0285)+4.61186340712*(x-0.0285)+1.2191476821899414
shape,iterativefit,up_lf,0,1.6,2.5,40.0,60.0,0.0355,0.046,36897.2381239*(x-0.0355)*(x-0.0355)*(x-0.0355)-581.131500452*(x-0.0355)*(x-0.0355)+0.0*(x-0.0355)+1.2399407625198364
shape,iterativefit,up_lf,0,1.6,2.5,40.0,60.0,0.046,0.0765,-4616.90954145*(x-0.046)*(x-0.046)*(x-0.046)+211.223611522*(x-0.046)*(x-0.046)+0.0*(x-0.046)+1.2185841798782349
shape,iterativefit,up_lf,0,1.6,2.5,40.0,60.0,0.0765,0.1405,670.94242695*(x-0.0765)*(x-0.0765)*(x-0.0765)-64.4104729872*(x-0.0765)*(x-0.0765)+0.0*(x-0.0765)+1.2840811014175415
shape,iterativefit,up_lf,0,1.6,2.5,40.0,60.0,0.1405,0.2225,-206.708883866*(x-0.1405)*(x-0.1405)*(x-0.1405)+25.4251927155*(x-0.1405)*(x-0.1405)+0.0*(x-0.1405)+1.1961393356323242
shape,iterativefit,up_lf,0,1.6,2.5,40.0,60.0,0.2225,0.637,-0.123227804525*(x-0.2225)*(x-0.2225)*(x-0.2225)+0.0*(x-0.2225)*(x-0.2225)+0.0*(x-0.2225)+1.2531256675720215
shape,iterativefit,up_lf,0,1.6,2.5,40.0,60.0,0.637,1.1,1.24434995651
shape,iterativefit,up_lf,0,0.0,0.8,60.0,100.0,-15.0,0.0,0.0
shape,iterativefit,up_lf,0,0.0,0.8,60.0,100.0,0.0,0.0015,0.720355927944
shape,iterativefit,up_lf,0,0.0,0.8,60.0,100.0,0.0015,0.004,-67873.7369561*(x-0.0015)*(x-0.0015)*(x-0.0015)+1562.22103554*(x-0.0015)*(x-0.0015)+44.5292459594*(x-0.0015)+0.7203559279441833
shape,iterativefit,up_lf,0,0.0,0.8,60.0,100.0,0.004,0.006,276842.257112*(x-0.004)*(x-0.004)*(x-0.004)+1050.95760691*(x-0.004)*(x-0.004)+51.0677185692*(x-0.004)+0.8403823971748352
shape,iterativefit,up_lf,0,0.0,0.8,60.0,100.0,0.006,0.008,-16467775.3916*(x-0.006)*(x-0.006)*(x-0.006)+35466.843093*(x-0.006)*(x-0.006)+58.5936560822*(x-0.006)+0.948936402797699
shape,iterativefit,up_lf,0,0.0,0.8,60.0,100.0,0.008,0.01,691290.58429*(x-0.008)*(x-0.008)*(x-0.008)-2078.22329842*(x-0.008)*(x-0.008)+2.84772375477*(x-0.008)+1.0762488842010498
shape,iterativefit,up_lf,0,0.0,0.8,60.0,100.0,0.01,0.012,-23477080.7876*(x-0.01)*(x-0.01)*(x-0.01)+70503.3651717*(x-0.01)*(x-0.01)+2.83031757256*(x-0.01)+1.0791617631912231
shape,iterativefit,up_lf,0,0.0,0.8,60.0,100.0,0.012,0.0145,2396.860567*(x-0.012)*(x-0.012)*(x-0.012)-632.74998887*(x-0.012)*(x-0.012)+3.11880880872*(x-0.012)+1.1790192127227783
shape,iterativefit,up_lf,0,0.0,0.8,60.0,100.0,0.0145,0.0175,3728283.77618*(x-0.0145)*(x-0.0145)*(x-0.0145)-16777.2769928*(x-0.0145)*(x-0.0145)+0.0*(x-0.0145)+1.182898998260498
shape,iterativefit,up_lf,0,0.0,0.8,60.0,100.0,0.0175,0.0205,-11107012.0776*(x-0.0175)*(x-0.0175)*(x-0.0175)+49981.5543493*(x-0.0175)*(x-0.0175)+0.0*(x-0.0175)+1.1325671672821045
shape,iterativefit,up_lf,0,0.0,0.8,60.0,100.0,0.0205,0.0245,1657713.20462*(x-0.0205)*(x-0.0205)*(x-0.0205)-9946.27922773*(x-0.0205)*(x-0.0205)+0.0*(x-0.0205)+1.282511830329895
shape,iterativefit,up_lf,0,0.0,0.8,60.0,100.0,0.0245,0.0625,-6276.73233645*(x-0.0245)*(x-0.0245)*(x-0.0245)+357.773743178*(x-0.0245)*(x-0.0245)+0.0*(x-0.0245)+1.2294650077819824
shape,iterativefit,up_lf,0,0.0,0.8,60.0,100.0,0.0625,0.554,-0.916645208797*(x-0.0625)*(x-0.0625)*(x-0.0625)+0.0*(x-0.0625)*(x-0.0625)+0.0*(x-0.0625)+1.401673436164856
shape,iterativefit,up_lf,0,0.0,0.8,60.0,100.0,0.554,1.1,1.29283761978
shape,iterativefit,up_lf,0,0.8,1.6,60.0,100.0,-15.0,0.0,0.0
shape,iterativefit,up_lf,0,0.8,1.6,60.0,100.0,0.0,0.0015,0.690061926842
shape,iterativefit,up_lf,0,0.8,1.6,60.0,100.0,0.0015,0.0035,-4377704.14793*(x-0.0015)*(x-0.0015)*(x-0.0015)+27335.4675063*(x-0.0015)*(x-0.0015)+5.85130850474*(x-0.0015)+0.6900619268417358
shape,iterativefit,up_lf,0,0.8,1.6,60.0,100.0,0.0035,0.0045,-97931541.6258*(x-0.0035)*(x-0.0035)*(x-0.0035)+134022.417428*(x-0.0035)*(x-0.0035)+62.6607287549*(x-0.0035)+0.7760847806930542
shape,iterativefit,up_lf,0,0.8,1.6,60.0,100.0,0.0045,0.006,11746610.5489*(x-0.0045)*(x-0.0045)*(x-0.0045)-27884.6618493*(x-0.0045)*(x-0.0045)+36.9109387334*(x-0.0045)+0.8748363852500916
shape,iterativefit,up_lf,0,0.8,1.6,60.0,100.0,0.006,0.008,-29196308.4249*(x-0.006)*(x-0.006)*(x-0.006)+79452.281677*(x-0.006)*(x-0.006)+32.5465743906*(x-0.006)+0.9071071147918701
shape,iterativefit,up_lf,0,0.8,1.6,60.0,100.0,0.008,0.01,4347115.75508*(x-0.008)*(x-0.008)*(x-0.008)-13041.3472652*(x-0.008)*(x-0.008)+0.0*(x-0.008)+1.05643892288208
