shape,iterativefit,central,4,0.0,2.5,20.0,10000.0,-15.0,1.1,1.0
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,-15.0,0.0,0.0
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.0,0.0785,0.643072068691
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.0785,0.174,-262.020398681*(x-0.0785)*(x-0.0785)*(x-0.0785)-40.4574990372*(x-0.0785)*(x-0.0785)+15.3673429403*(x-0.0785)+0.6430720686912537
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.174,0.2135,172.190278824*(x-0.174)*(x-0.174)*(x-0.174)-11.7834430977*(x-0.174)*(x-0.174)+0.470886000961*(x-0.174)+1.5134552717208862
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.2135,0.2615,28.6034439818*(x-0.2135)*(x-0.2135)*(x-0.2135)+1.42682890778*(x-0.2135)*(x-0.2135)+0.345973643845*(x-0.2135)+1.5242822170257568
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.2615,0.318,-431.785742788*(x-0.2615)*(x-0.2615)*(x-0.2615)+33.8691038772*(x-0.2615)*(x-0.2615)+0.680656223794*(x-0.2615)+1.547339677810669
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.318,0.3795,82.3026780029*(x-0.318)*(x-0.318)*(x-0.318)-7.58505041889*(x-0.318)*(x-0.318)+0.372760849672*(x-0.318)+1.6160376071929932
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.3795,0.4415,-328.472649127*(x-0.3795)*(x-0.3795)*(x-0.3795)+35.8171372395*(x-0.3795)*(x-0.3795)+0.373667559777*(x-0.3795)+1.629418134689331
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.4415,0.505,53.6581480393*(x-0.4415)*(x-0.4415)*(x-0.4415)-6.43799396063*(x-0.4415)*(x-0.4415)+1.02704598774*(x-0.4415)+1.7119823694229126
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.505,0.5705,37.4199358837*(x-0.505)*(x-0.505)*(x-0.505)-2.06023825867*(x-0.505)*(x-0.505)+0.858509957034*(x-0.505)+1.7649792432785034
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.5705,0.637,-194.259948216*(x-0.5705)*(x-0.5705)*(x-0.5705)+17.2378005038*(x-0.5705)*(x-0.5705)+1.07024138492*(x-0.5705)+1.8228881359100342
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.637,0.703,100.594495174*(x-0.637)*(x-0.637)*(x-0.637)-10.1611953233*(x-0.637)*(x-0.637)+0.785670683943*(x-0.637)+1.9131611585617065
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.703,0.769,-198.745261582*(x-0.703)*(x-0.703)*(x-0.703)+19.9258887812*(x-0.703)*(x-0.703)+0.758961764201*(x-0.703)+1.9496737718582153
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.769,0.835,116.941942857*(x-0.769)*(x-0.769)*(x-0.769)-10.79330903*(x-0.769)*(x-0.769)+0.791976004968*(x-0.769)+2.029423952102661
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.835,0.901,-450.227683558*(x-0.835)*(x-0.835)*(x-0.835)+44.4282933617*(x-0.835)*(x-0.835)+0.895456522261*(x-0.835)+2.0682990550994873
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.901,0.972,-51.4161089151*(x-0.901)*(x-0.901)*(x-0.901)-0.696127198153*(x-0.901)*(x-0.901)+0.876415877261*(x-0.901)+2.1914901733398438
shape,iterativefit,down_cferr1,4,0.0,2.5,20.0,30.0,0.972,1.1,2.23180413246
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,-15.0,0.0,0.0
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.0,0.0735,0.745727300644
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.0735,0.1705,-203.120086192*(x-0.0735)*(x-0.0735)*(x-0.0735)-23.2380083237*(x-0.0735)*(x-0.0735)+10.8485121963*(x-0.0735)+0.7457273006439209
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.1705,0.221,-36.1436586164*(x-0.1705)*(x-0.1705)*(x-0.1705)-3.27071101366*(x-0.1705)*(x-0.1705)+0.606867908539*(x-0.1705)+1.3940043449401855
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.221,0.276,107.34747264*(x-0.221)*(x-0.221)*(x-0.221)-8.85616649281*(x-0.221)*(x-0.221)+0.0*(x-0.221)+1.4116551876068115
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.276,0.333,-285.967862947*(x-0.276)*(x-0.276)*(x-0.276)+26.2920273963*(x-0.276)*(x-0.276)+0.0*(x-0.276)+1.4027252197265625
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.333,0.392,45.8163472655*(x-0.333)*(x-0.333)*(x-0.333)-4.09012315351*(x-0.333)*(x-0.333)+0.209962363025*(x-0.333)+1.4351887702941895
shape,iterativefit,down_cferr1,4,0.0,2.5,30.0,50.0,0.392,0.453,-125.587705133*(x-0.392)*(x-0.392)*(x-0.392)+13.0008322622*(x-0.392)*(x-0.392)+0.205787945404*(x-0.392)+1.4427485466003418
